Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.254051208496094,23.366752298143066,22.98356744688568,23.006108238043918,38409100
2010-01-05,23.26156234741211,23.366751268443092,23.02113298460765,23.1789156496181,49749600
2010-01-06,23.118806838989258,23.35172259026295,22.930971232107133,23.201453531528465,58182400
2010-01-07,22.878379821777344,23.066215447791702,22.683030598753763,23.01362026872712,50559700
2010-01-08,23.036157608032227,23.20145241825124,22.720593746289104,22.750648129822682,51197400
2010-01-11,22.743139266967773,23.111296943439314,22.630438171406638,23.07372895620415,68754700
2010-01-12,22.59287452697754,22.84081755810056,22.47265981086168,22.65298188503547,65912100
2010-01-13,22.803247451782227,22.930975746933075,22.547790861480532,22.735626505345177,51863500
2010-01-14,23.26156234741211,23.366751268443092,22.735623474545363,22.773190025081544,63228100
2010-01-15,23.186431884765625,23.471941427316555,23.073729354188373,23.351726732234876,79913200
2010-01-19,23.366758346557617,23.471945866379315,23.051194354020055,23.1037881139309,46575700
2010-01-20,22.983572006225586,23.246542222949675,22.77319554623184,23.14886687495985,54849500
2010-01-21,22.547794342041016,23.081246965087644,22.540280743157936,22.998600243518666,73086700
2010-01-22,21.758874893188477,22.690540716464316,21.668714609046866,22.54027166546579,102004600
2010-01-25,22.02936553955078,22.284822146741124,21.864070677927987,21.96925818686319,63373000
2010-01-26,22.16460609436035,22.427576283789243,21.856555751423496,21.939203893748296,66639900
2010-01-27,22.29233169555664,22.40503278223967,21.803959364548813,22.0519023284803,63949500
2010-01-28,21.909147262573242,22.442601184650893,21.70628444292095,22.420060393665494,117513700
2010-01-29,21.172832489013672,22.48016830469287,20.78213403382528,22.465141110322826,193888500
2010-02-01,21.34564208984375,21.398235839936717,20.977484406120762,21.3306148946537,85931100
2010-02-02,21.383211135864258,21.413265529745658,21.142781717102554,21.31559161577586,54413700
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900
2010-02-04,20.917381286621094,21.413267363552297,20.894840489279677,21.323105607259123,77850000
2010-02-05,21.05261993408203,21.247969181476744,20.714515191846512,21.037592738188835,80960100
2010-02-08,20.82721519470215,21.097698974202242,20.714514097601175,21.0451052244266,52820600
2010-02-09,21.04510498046875,21.293047964445577,20.849755745657887,21.015050590618376,59195800
2010-02-10,21.03008270263672,21.217918383903292,20.91738158049128,21.06013709951418,48591300
2010-02-11,21.12775230407715,21.338127292621767,20.812188388188094,20.98499682394178,65993700
2010-02-12,20.984996795654297,21.08267069262233,20.722026627255875,20.894835062776618,81117200
2010-02-16,21.400169372558594,21.415266839151613,21.15106693286844,21.234100119582717,51935600
2010-02-17,21.581329345703125,21.626620294571893,21.4077128418951,21.53603839683436,45882900
2010-02-18,21.86817741394043,21.91346980977432,21.520944351188472,21.581332772526792,42856500
2010-02-19,21.717201232910156,21.830429312460037,21.656812827832013,21.73229869412298,44451800
2010-02-22,21.687009811401367,21.84553030017955,21.626621396574766,21.77004442170296,36707100
2010-02-23,21.385066986083984,21.762494925435817,21.203901747967905,21.649266831584935,52266200
2010-02-24,21.611522674560547,21.732300936954623,21.422808709243913,21.528489508867068,43165900
2010-02-25,21.58888053894043,21.626622760672625,21.151064143889,21.339778132096917,48735300
2010-02-26,21.641721725463867,21.777596036756034,21.52094487982051,21.626624259815056,40370600
2010-03-01,21.905925750732422,21.92857051370706,21.536046411150306,21.717211713816617,43805400
2010-03-02,21.483196258544922,22.117275271748365,21.31712849404811,21.951207507251556,93123900
2010-03-03,21.483196258544922,21.596425785010226,21.400163096183135,21.52093991395777,48442100
2010-03-04,21.611522674560547,21.626620137331468,21.339775543550434,21.483197120554305,42890600
2010-03-05,21.581329345703125,21.649266488892927,21.45300379076387,21.634169026012238,56001800
2010-03-08,21.611522674560547,21.83798029680448,21.513392046096147,21.528489508867068,39414500
2010-03-09,21.73984718322754,21.97385352560497,21.55113322698503,21.55868195800752,50271600
2010-03-10,21.86817741394043,21.97385823111264,21.73985183862481,21.7851442344587,44891400
2010-03-11,22.026697158813477,22.03424589119166,21.777594749427433,21.807788239166673,35349700
2010-03-12,22.094640731811523,22.177673932556495,21.9210241559756,22.132382964897975,31700200
2010-03-15,22.1097354888916,22.17012391828679,21.898375266121572,22.026700858558065,37512000
2010-03-16,22.170122146606445,22.260704063573698,22.04179656442483,22.207864372047197,36723500
2010-03-17,22.366376876831055,22.547543537097727,22.192760387163112,22.268246255645362,50385700
2010-03-18,22.351282119750977,22.4343152839842,22.268247515744484,22.366378142483118,43845200
2010-03-19,22.336191177368164,22.57019615541699,22.15502589373936,22.464516766576946,81332100
2010-03-22,22.343738555908203,22.419224446119525,22.185218042487072,22.268252665696885,37718200
2010-03-23,22.55509376525879,22.570191228875856,22.200312008897928,22.336186301904796,42026600
2010-03-24,22.38148307800293,22.53245487391889,22.343740848910816,22.43432277464139,33987700
2010-03-25,22.65323257446289,23.075951603013877,22.494712038897642,22.51735824105662,73168700
2010-03-26,22.3890323638916,22.796655359052462,22.336192665950108,22.713620725273667,55595500
2010-03-29,22.336191177368164,22.50980772754072,22.305996243543184,22.426773099295723,33336000
2010-03-30,22.472063064575195,22.540000218544872,22.26825160266616,22.366382247414844,34954800
2010-03-31,22.1097354888916,22.43432239703217,22.01915212491195,22.37393396763698,63760000
2010-04-01,22.0115966796875,22.298442711682434,21.603975265501656,22.155019695684967,74768100
2010-04-05,22.094640731811523,22.21541760541685,21.91347542140353,21.988959887576435,34331200
2010-04-06,22.132383346557617,22.328646129494185,21.875732125777024,22.004057736167322,47366800
2010-04-07,22.15502166748047,22.31354072050168,21.996501174685843,22.011598638718365,58318800
2010-04-08,22.585289001464844,22.630579953162265,22.11727770134684,22.132375165170448,63713800
2010-04-09,22.90233039855957,22.955170086450142,22.570193366395756,22.60793702901296,54752500
2010-04-12,22.887231826782227,23.0155573939284,22.8041972128131,22.83439214144676,37068800
2010-04-13,22.98536491394043,23.023107136615646,22.743809793589143,22.758907258568634,41374600
2010-04-14,23.264657974243164,23.40053226290765,23.14388114871325,23.242013219314636,68941200
2010-04-15,23.302410125732422,23.362798560508768,23.181631816405876,23.264666454138546,52745400
2010-04-16,23.151439666748047,23.38544468515809,23.098599963214223,23.242023044073125,88703100
2010-04-19,23.43073844909668,23.589257568867943,23.219378182960973,23.226926918155893,64970300
2010-04-20,23.67228889465332,23.732677327965238,23.498670889079463,23.566608056527098,52199500
2010-04-21,23.649633407592773,23.777958957972764,23.57414753564456,23.649633407592773,55343100
2010-04-22,23.69493293762207,23.800613772538547,23.325053614848848,23.43073444976532,84847600
2010-04-23,23.370338439941406,23.83834974079442,23.136333509401595,23.491116710946535,126766600
2010-04-26,23.483570098876953,23.611895673616253,23.294856103070543,23.400535479994605,63649300
2010-04-27,23.28731346130371,23.589255645612774,23.21182755528297,23.362799367324453,68730900
2010-04-28,23.332599639892578,23.400536797389467,23.113692141115404,23.34014837292263,64557900
2010-04-29,23.400537490844727,23.725125821887968,23.15143505256539,23.347697797842084,52665200
2010-04-30,23.053302764892578,23.46092425327165,23.038205299455765,23.453375520553244,63214800
