Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.443017959594727,6.479383562143956,6.409056346197433,6.449630033246135,601904800
2010-01-06,6.3405303955078125,6.468561319289456,6.333918324807697,6.443015083760133,552160000
2010-01-07,6.328811168670654,6.37148869563389,6.282828407547034,6.363974975875091,477131200
2010-01-08,6.37088680267334,6.371488301483577,6.283129370186581,6.320395812817892,447610800
2010-01-11,6.314685821533203,6.401542003921324,6.264795530855326,6.395531028835629,462229600
2010-01-12,6.242854595184326,6.3044662786279275,6.203784466413538,6.2870340520605135,594459600
2010-01-13,6.33091402053833,6.3393293853526735,6.13405981009821,6.247364278748396,605892000
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000
2010-01-15,6.189057350158691,6.3594648411460835,6.187254058069943,6.3393280794883875,594067600
2010-01-19,6.462852478027344,6.467360709434598,6.228430463850629,6.26118907494324,730007600
2010-01-20,6.363373756408691,6.4781801747506105,6.296352585470449,6.458945455016173,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.9432148933410645,6.2362430730554,5.925483321439905,6.2146043678042755,881767600
2010-01-25,6.103102207183838,6.152090035377792,6.016546196467905,6.086271882913144,1065699600
2010-01-26,6.189357757568359,6.422878861265464,6.0883758105029155,6.189658306242958,1867110000
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.2167088066475396,1722568400
2010-01-28,5.989498615264893,6.17613537041883,5.971767042111576,6.159004894746418,1173502400
2010-01-29,5.7722063064575195,6.076955866248523,5.717808195642427,6.043295214434389,1245952400
2010-02-01,5.852450847625732,5.89061973022452,5.749365050498798,5.781522959061045,749876400
2010-02-02,5.886414527893066,5.900239774000625,5.811880424777588,5.887917673301986,698342400
2010-02-03,5.98769474029541,6.016847564016379,5.843134020335327,5.865674772409622,615328000
2010-02-04,5.771907806396484,5.961849823511814,5.757481464701586,5.912560625254383,757652000
2010-02-05,5.874392509460449,5.890622146015012,5.735842711230809,5.789339599562271,850306800
2010-02-08,5.8341169357299805,5.947120823701297,5.830510351828788,5.881302272570791,478270800
2010-02-09,5.896330833435059,5.935701514100808,5.8530526179297,5.9032430531051245,632886800
2010-02-10,5.864171504974365,5.9086523089934495,5.838325120652372,5.887312951137094,370361600
2010-02-11,5.9708662033081055,6.003325072580907,5.832316416046455,5.856961016485659,550345600
2010-02-12,6.0222578048706055,6.060126142239282,5.875593235065994,5.954034447101114,655468800
2010-02-16,6.113023281097412,6.121738795501044,6.056521307448189,6.069143956462695,543737600
2010-02-17,6.087475776672363,6.140370748857202,6.036683441828206,6.1367641640446,436396800
2010-02-18,6.098897457122803,6.127749742073157,6.038488349156013,6.059826512470548,422825200
2010-02-19,6.061026573181152,6.107009720067701,6.0441962478627485,6.066737399539103,415469600
2010-02-22,6.023458003997803,6.085970919360701,5.986491723869606,6.081162542230135,390563600
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800
2010-02-24,6.030673503875732,6.054115503534688,5.945919961288152,5.957641362384314,460566400
2010-02-25,6.0709452629089355,6.096791650113292,5.917368479472261,5.932094965381716,665126000
2010-02-26,6.14968729019165,6.166217069132859,6.070945528989286,6.082365979502607,507460800
2010-03-01,6.281025409698486,6.29635259423419,6.174633152846355,6.183649214561482,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.29124116897583,6.307470797970597,6.24946650681497,6.2795205727905925,372052800
2010-03-04,6.332718372344971,6.339029897011529,6.270205427066917,6.289741499920631,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.58427095413208,6.614625171381135,6.559325811368354,6.612221182861728,429889600
2010-03-09,6.702683925628662,6.762190964068434,6.5485060515802145,6.561128695905828,920259200
2010-03-10,6.757384777069092,6.776619901541028,6.7080963756768845,6.727030550062164,596218000
2010-03-11,6.777218341827393,6.777218341827393,6.71170072335993,6.729433098879419,405700400
2010-03-12,6.81027889251709,6.844239697013196,6.78473265037516,6.833419942157783,416323600
2010-03-15,6.727328300476074,6.777217377488597,6.619433325356921,6.773611595683591,493502800
2010-03-16,6.745661735534668,6.761590416906882,6.6873568871684475,6.737547321117374,446908000
2010-03-17,6.735743999481201,6.8057698467089285,6.710198160157494,6.7591859977108,450956800
2010-03-18,6.751672267913818,6.762191071474466,6.690361535006137,6.735141687632884,342109600
2010-03-19,6.679543495178223,6.769405570597683,6.64888792206765,6.755881277286181,559445600
2010-03-22,6.754678726196289,6.792246919000079,6.61642951015045,6.626047070232493,456419600
2010-03-23,6.86317253112793,6.875795576002723,6.735141197854666,6.781424893195695,602431200
2010-03-24,6.89353084564209,6.918475997373067,6.837629565554165,6.841537101627843,597780400
2010-03-25,6.8117828369140625,6.941617518112264,6.7997608842475,6.9401143727621655,542284400
2010-03-26,6.939511299133301,6.971067708447738,6.868883559296409,6.880905507149471,640875200
2010-03-29,6.984292984008789,7.0287734008581,6.96115193177875,7.002626860831929,540744400
2010-03-30,7.088278293609619,7.13726732848774,7.040191306062119,7.110819043943348,527310000
2010-03-31,7.062733173370361,7.111121118525049,7.046504344184736,7.077460462678314,430659600
2010-04-01,7.091886043548584,7.174835087472389,6.995111757704138,7.13516425920159,603145200
2010-04-05,7.167623996734619,7.168225094316475,7.055822254110008,7.062134179986231,684507600
2010-04-06,7.199179649353027,7.220217257599032,7.122841878163276,7.15890692268022,447017200
2010-04-07,7.231037616729736,7.270709249271003,7.172731961653409,7.199480399187049,628502000
2010-04-08,7.211501598358154,7.259287640922584,7.154097996776997,7.226228084335873,572989200
2010-04-09,7.26680326461792,7.2698095552983455,7.226831476064805,7.255984309822719,334182800
2010-04-12,7.281826496124268,7.305268487585803,7.267400161358346,7.279121157089113,333026400
2010-04-13,7.286036491394043,7.297157197133213,7.246364856350066,7.268906415331217,306210800
2010-04-14,7.3840131759643555,7.387619760901099,7.335325884385047,7.371691078697165,404076400
2010-04-15,7.481088161468506,7.484393796282175,7.378603049311384,7.386717463878272,376784800
2010-04-16,7.435405254364014,7.54780806893034,7.349750874821931,7.470568251081303,750545600
2010-04-19,7.425487041473389,7.450131232493989,7.266199439611992,7.424284846665884,566924400
2010-04-20,7.350951671600342,7.4910041394541516,7.301963442971345,7.469665585491037,738326400
2010-04-21,7.790644645690918,7.821600758166705,7.685755163712321,7.778021601252278,982391200
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099604606628418,8.188564641981264,8.06023311591244,8.171133614476606,479068800
2010-04-27,7.875401020050049,8.04971532986197,7.829719202674233,8.032584447712638,709343600
2010-04-28,7.862174034118652,7.934303312771831,7.706192873996369,7.911763364617652,758402400
2010-04-29,8.073755264282227,8.114628280239533,7.874495900724252,7.904850114008234,558840800
2010-04-30,7.846845626831055,8.131758534767501,7.844141090147612,8.09389020600046,542463600
2010-05-03,8.004932403564453,8.050915960049336,7.90064399591228,7.929496675285811,454342000
2010-05-04,7.774416923522949,7.912967088779177,7.716413020950216,7.900945941280187,723819600
2010-05-05,7.693572998046875,7.7581897897989025,7.475379372452792,7.604612955956848,883103200
2010-05-06,7.400841236114502,7.761490771832085,5.9882943454771205,7.6286514847119,1285860800
2010-05-07,7.0885796546936035,7.4104605331245175,6.7685028712328155,7.324506001238278,1676018400
2010-05-10,7.633460998535156,7.653297212529215,7.4693654227050255,7.521058996035096,984306400
2010-05-11,7.709502220153809,7.810784358954237,7.528575851527676,7.568847786482822,848906800
2010-05-12,7.876901149749756,7.908157413763119,7.775017943622853,7.79124596926319,654379600
2010-05-13,7.764799118041992,7.964358646445175,7.705892373367204,7.910861778554802,599712400
2010-05-14,7.628355979919434,7.708300369178028,7.498522086487165,7.66862872339958,759362800
2010-05-17,7.640377521514893,7.699284290567818,7.444724644108742,7.654803865576899,762834800
2010-05-18,7.584475040435791,7.7705103060057965,7.5213606043653565,7.723325355230642,782678400
2010-05-19,7.463655948638916,7.60130405181852,7.358767254566231,7.498518797512352,1025726800
2010-05-20,7.145684719085693,7.328714508075931,7.099100060494869,7.269506801007578,1282915200
2010-05-21,7.282731533050537,7.348249558609652,6.953036360104464,6.997215824662203,1223891200
2010-05-24,7.416171073913574,7.540595853108306,7.401144438428266,7.431799609453036,754238800
2010-05-25,7.369884490966797,7.416167371894028,7.1276479287591785,7.19346606809238,1048006400
2010-05-26,7.33652925491333,7.577564597973702,7.325709497185866,7.515953292492676,850654000
2010-05-27,7.614227294921875,7.630456925854554,7.486797847361458,7.5315784029868595,666282400
2010-05-28,7.720317840576172,7.796054501948021,7.614226164160361,7.7957543545382695,815614800
2010-06-01,7.839033126831055,7.992609915842775,7.782831718347315,7.804771374282321,876472800
2010-06-02,7.932805061340332,7.958350507010573,7.824007994544518,7.950536237760749,688548000
2010-06-03,7.907857418060303,7.980888751309631,7.826409918045932,7.969768047308181,650106800
2010-06-04,7.69266939163208,7.87119051864888,7.6526976151040715,7.760290848259661,758304400
2010-06-07,7.541798114776611,7.788542630223173,7.530076311751758,7.762696239136055,886942000
2010-06-08,7.493410587310791,7.627753068697829,7.382811055731011,7.610922338822628,1000770400
2010-06-09,7.309179782867432,7.5706524485777855,7.287842019834775,7.5577284476797155,854630000
